0	1	2
118448	4619485	1
118448	8296968	2
118448	1343427	3
118448	5722337	4
118448	3749001	5
118448	8763530	6
118448	1196647	7
118448	6743795	8
118448	68659	9
118448	3902021	10
118448	7815719	11
118448	2500376	12
118448	2643631	13
118448	8763531	14
118448	7815716	15
118448	3778768	16
118448	538259	17
118448	8763529	18
118448	6857878	19
118448	4015033	20
118448	2643633	21
118448	8763532	22
118448	3221073	23
118448	7815720	24
118448	6247762	25
118448	2000772	26
118448	4602937	27
118448	8028393	28
118448	2513932	29
118448	2000771	30
118448	4015037	31
118448	3512743	32
118448	2113828	33
118448	1186200	34
118448	4015032	35
118448	6743800	36
118448	6769840	37
118448	5222528	38
118448	1343432	39
118448	6183744	40
118448	1186208	41
118448	4619483	42
118448	4015034	43
118448	7815718	44
118448	7071642	45
118448	4602939	46
118448	4015031	47
118448	7815714	48
118448	4602943	49
118448	8804733	50
118448	7071640	51
118448	3778766	52
118448	1186207	53
118448	2500377	54
118448	99400	55
118448	4015036	56
118448	2500383	57
118448	7071635	58
118448	1186203	59
118448	6769834	60
118448	1186206	61
118448	2000777	62
118448	7815717	63
118448	4602941	64
118448	7071637	65
118448	2000778	66
118448	564303	67
118448	2513934	68
118448	1196652	69
118448	1805636	70
118448	1186201	71
118448	3778767	72
118448	4619487	73
118448	6743797	74
118448	4619482	75
118448	3749003	76
118448	5722334	77
118448	4951641	78
118448	2000776	79
118448	2000773	80
118448	2992531	81
118448	4544496	82
118448	4619491	83
118448	5722339	84
118448	7071636	85
118448	5722333	86
118448	3897879	87
118448	3749000	88
118448	5722332	89
118448	5722341	90
118448	6988716	91
118448	7213013	92
118448	3960407	93
118448	6247770	94
118448	6988721	95
118448	644412	96
118448	7213008	97
118448	8113277	98
118448	5222529	99
118448	3748999	100
92542	511341	1
92542	7072003	2
92542	4508392	3
92542	7072002	4
92542	3723162	5
92542	7072006	6
92542	3723160	7
92542	1157800	8
92542	504900	9
92542	3821622	10
92542	7072000	11
92542	3723159	12
92542	2636967	13
92542	3723155	14
92542	6979032	15
92542	2064068	16
92542	2668436	17
92542	1444356	18
92542	6049995	19
92542	3892418	20
92542	6517116	21
92542	6979031	22
92542	3723156	23
92542	2606452	24
92542	347556	25
92542	3723158	26
92542	7398406	27
92542	3723157	28
92542	562012	29
92542	8663648	30
92542	3257409	31
92542	562009	32
92542	562014	33
92542	3960482	34
92542	942224	35
92542	2270585	36
92542	511343	37
92542	1388862	38
92542	6487168	39
92542	852243	40
92542	3960479	41
92542	759110	42
92542	6336189	43
92542	3960478	44
92542	2064065	45
92542	4432676	46
92542	1388865	47
92542	838772	48
92542	3723161	49
92542	562017	50
92542	7071998	51
92542	838764	52
92542	6517111	53
92542	4198424	54
92542	7590832	55
92542	8663647	56
92542	5953632	57
92542	7410797	58
92542	7590835	59
92542	3769349	60
92542	2987521	61
92542	759105	62
92542	1033102	63
92542	608087	64
92542	4542482	65
92542	3999674	66
92542	3999671	67
92542	4432668	68
92542	759113	69
92542	7072005	70
92542	473996	71
92542	3999672	72
92542	6428665	73
92542	4857794	74
92542	1667765	75
92542	8120106	76
92542	811400	77
92542	6844898	78
92542	5150790	79
92542	6844903	80
92542	1444352	81
92542	6881854	82
92542	6428662	83
92542	4759865	84
92542	3372158	85
92542	6881855	86
92542	157399	87
92542	7072001	88
92542	6428663	89
92542	4417485	90
92542	6844904	91
92542	4759864	92
92542	7479285	93
92542	759112	94
92542	482197	95
92542	759107	96
92542	653294	97
92542	3525372	98
92542	2543244	99
92542	4470509	100
206117	7072158	1
206117	7072154	2
206117	7072155	3
206117	7072159	4
206117	7072160	5
206117	4016779	6
206117	7072157	7
206117	7072162	8
206117	7072161	9
206117	7072156	10
206117	4722887	11
206117	7072153	12
206117	4016775	13
206117	2826733	14
206117	2570287	15
206117	2826725	16
206117	5024102	17
206117	6359373	18
206117	8575544	19
206117	6125475	20
206117	8237053	21
206117	1943484	22
206117	5601075	23
206117	686106	24
206117	1588722	25
206117	141802	26
206117	3971368	27
206117	2647098	28
206117	706694	29
206117	11540	30
206117	1731740	31
206117	6429053	32
206117	5120885	33
206117	2647099	34
206117	6695453	35
206117	7226749	36
206117	6702681	37
206117	2203915	38
206117	220463	39
206117	4415543	40
206117	7716373	41
206117	5734407	42
206117	1996531	43
206117	1776919	44
206117	7267989	45
206117	1664264	46
206117	4359437	47
206117	7325436	48
206117	2975292	49
206117	1996528	50
206117	5807781	51
206117	5356648	52
206117	8135734	53
206117	4845466	54
206117	8207073	55
206117	2161307	56
206117	931133	57
206117	8209522	58
206117	7109180	59
206117	5717243	60
206117	1186506	61
206117	6230529	62
206117	8539291	63
206117	8155768	64
206117	2427317	65
206117	2880213	66
206117	2002864	67
206117	698174	68
206117	4525935	69
206117	8004348	70
206117	1138685	71
206117	5065900	72
206117	6707429	73
206117	4733619	74
206117	7774009	75
206117	7421855	76
206117	4800838	77
206117	2514323	78
206117	2422888	79
206117	2975284	80
206117	1321408	81
206117	2019871	82
206117	3448887	83
206117	2649249	84
206117	5983105	85
206117	2398527	86
206117	3024441	87
206117	4054708	88
206117	7325430	89
206117	4914312	90
206117	5106026	91
206117	2276536	92
206117	1916845	93
206117	6458811	94
206117	7114472	95
206117	5302757	96
206117	4547152	97
206117	2422896	98
206117	3767587	99
206117	2514326	100
206117	7072158	1
206117	7072154	2
206117	7072155	3
206117	7072159	4
206117	7072160	5
206117	4016779	6
206117	7072157	7
206117	7072162	8
206117	7072161	9
206117	7072156	10
206117	4722887	11
206117	7072153	12
206117	4016775	13
206117	2826733	14
206117	2570287	15
206117	2826725	16
206117	5024102	17
206117	6359373	18
206117	8575544	19
206117	6125475	20
206117	8237053	21
206117	1943484	22
206117	5601075	23
206117	686106	24
206117	1588722	25
206117	141802	26
206117	3971368	27
206117	2647098	28
206117	706694	29
206117	11540	30
206117	1731740	31
206117	6429053	32
206117	5120885	33
206117	2647099	34
206117	6695453	35
206117	7226749	36
206117	6702681	37
206117	2203915	38
206117	220463	39
206117	4415543	40
206117	7716373	41
206117	5734407	42
206117	1996531	43
206117	1776919	44
206117	7267989	45
206117	1664264	46
206117	4359437	47
206117	7325436	48
206117	2975292	49
206117	1996528	50
206117	5807781	51
206117	5356648	52
206117	8135734	53
206117	4845466	54
206117	8207073	55
206117	2161307	56
206117	931133	57
206117	8209522	58
206117	7109180	59
206117	5717243	60
206117	1186506	61
206117	6230529	62
206117	8539291	63
206117	8155768	64
206117	2427317	65
206117	2880213	66
206117	2002864	67
206117	698174	68
206117	4525935	69
206117	8004348	70
206117	1138685	71
206117	5065900	72
206117	6707429	73
206117	4733619	74
206117	7774009	75
206117	7421855	76
206117	4800838	77
206117	2514323	78
206117	2422888	79
206117	2975284	80
206117	1321408	81
206117	2019871	82
206117	3448887	83
206117	2649249	84
206117	5983105	85
206117	2398527	86
206117	3024441	87
206117	4054708	88
206117	7325430	89
206117	4914312	90
206117	5106026	91
206117	2276536	92
206117	1916845	93
206117	6458811	94
206117	7114472	95
206117	5302757	96
206117	4547152	97
206117	2422896	98
206117	3767587	99
206117	2514326	100
206117	7072158	1
206117	7072154	2
206117	7072155	3
206117	7072159	4
206117	7072160	5
206117	4016779	6
206117	7072157	7
206117	7072162	8
206117	7072161	9
206117	7072156	10
206117	4722887	11
206117	7072153	12
206117	4016775	13
206117	2826733	14
206117	2570287	15
206117	2826725	16
206117	5024102	17
206117	6359373	18
206117	8575544	19
206117	6125475	20
206117	8237053	21
206117	1943484	22
206117	5601075	23
206117	686106	24
206117	1588722	25
206117	141802	26
206117	3971368	27
206117	2647098	28
206117	706694	29
206117	11540	30
206117	1731740	31
206117	6429053	32
206117	5120885	33
206117	2647099	34
206117	6695453	35
206117	7226749	36
206117	6702681	37
206117	2203915	38
206117	220463	39
206117	4415543	40
206117	7716373	41
206117	5734407	42
206117	1996531	43
206117	1776919	44
206117	7267989	45
206117	1664264	46
206117	4359437	47
206117	7325436	48
206117	2975292	49
206117	1996528	50
206117	5807781	51
206117	5356648	52
206117	8135734	53
206117	4845466	54
206117	8207073	55
206117	2161307	56
206117	931133	57
206117	8209522	58
206117	7109180	59
206117	5717243	60
206117	1186506	61
206117	6230529	62
206117	8539291	63
206117	8155768	64
206117	2427317	65
206117	2880213	66
206117	2002864	67
206117	698174	68
206117	4525935	69
206117	8004348	70
